	X17.AAG	X5.FU	X5.FdUR	AG1478	Sigma.AKT1.2.inhibitor	Triciribine	AS.252424	AZD6244	BEZ235	BIBW2992	Baicalein	Bortezomib	CGC.11047	CGC.11144	CPT.11	Carboplatin	Cisplatin	Disulfiram	Docetaxel	Doxorubicin	ERKi.II..FR180304.	Epirubicin	Erlotinib	Etoposide	Everolimus	FTase.inhibitor.I	Fascaplysin	GSK923295	GSK1070916	GSK1120212	GSK1059868	GSK1838705	GSK461364	GSK2119563	GSK2126458	GSK2141795	GSK1059615	GSK650394	Lapatinib	Geldanamycin	Gemcitabine	Glycyl.H1152	ICRF.193	IKK.16	Ibandronate.sodium.salt	Imatinib	Gefitinib	Ixabepilone	LBH589	Lestaurtinib.CEP.701.	MG.132	MLN4924	Mebendazole	Methotrexate	NSC663284	NU6102	Nelfinavir	Nutlin.3a	Olomoucine.II	Oxaliplatin	Oxamflatin	PD98059	PF.2341066	PF.3084014	PF.3814735	PF.4691502	Paclitaxel	Pemetrexed	Purvalanol.A	L.779450	Rapamycin	Vorinostat	SB.3CT	Ispinesib	Bosutinib	Sorafenib	Sunitinib.Malate	TCS.PIM.11	TCS2312.dihydrochloride	Topotecan	Tamoxifen	Temsirolimus	Trichostatin.A	Tykerb.IGF1R..1.1.	VX.680	Valproic.acid	Velcade	Vinorelbine	XRP44X	ZM447439
akt_100_gene_list/adap_adap_single/akt	-0.0249521207192427	0.0477856189846175	0.0965253090981232	-0.134759473355927	0.685601733103441	0.119869609374824	0.319624459625055	-0.302593516157823	0.311601824068987	-0.0031756644267743	-0.279730814099165	0.0198095659774675	-0.403178461423811	0.0899012936919844	-0.13035626821938	-0.225777068225668	-0.371551517848629	0.0429913861375342	-0.515474952575203	-0.0427978663351419	0.295328684672066	-0.0725388611168446	-0.258264880956892	-0.394682131524237	0.548135703221391	0.0351898082932367	0.456132702733225	-0.00120389627487371	-0.418518123192462	-0.489907944063086	0.415811414773528	-0.031681765312096	-0.462355003862823	0.280811867386738	0.35096421926093	0.527257524149465	0.235757684084421	-0.197691943991581	0.191849258822359	-0.229332267728696	-0.190064558485611	-0.231030217969868	-0.153783766600845	-0.180862993930527	-0.0112728469374539	0.192738179204538	-0.025167713352148	-0.140636874117068	0.495523825649421	-0.202046743184699	-0.322523284461935	0.107365658695556	-0.00206456471002004	0.176254225048982	-0.110350880980545	-0.324972024147764	0.210870475879713	0.157617555805914	-0.0536839648226236	-0.0679252930845354	0.133442815201193	0.174268821078907	-0.251108332150232	0.225616727246283	-0.567063788954863	0.569958268322335	-0.389144893825779	0.0851682378315674	0.0219396647499665	-0.163627126799394	0.493865213362368	0.429367143645848	-0.0841960725914417	-0.282900140610713	-0.400592771042782	0.035270644926014	-0.460900002464537	-0.162974518194396	-0.177220745314397	-0.123319072344484	0.213448278212053	0.425970027991877	0.390829033280777	0.164226181034037	-0.34943912919536	0.320840400983595	0.0654553450350792	-0.22205059305611	0.0177946550323071	-0.0671869289824112
akt_10_gene_list/adap_adap_single/akt	0.0946648439567762	-0.00853738105928651	-0.0205745556807791	0.169334984921486	0.607453642835903	0.18817984266573	0.19781568789853	-0.200328670554307	0.283074896513376	0.110813974471124	-0.201227677727608	0.0710298802175492	-0.352059926897318	-0.0291571763325355	-0.0125868772839872	-0.171104594305551	-0.28327006728623	-0.002030148789828	-0.32503263055179	-0.0788381748278929	0.215855324068339	-0.162126025998478	-0.120965962029216	-0.296859612649086	0.565556241322099	-0.0444302975213169	0.499151697735422	0.121484078646348	-0.322863091897951	-0.200337975708293	0.289038194397242	-0.142314894660725	-0.0755088645361771	0.367869620073326	0.337298176688036	0.319366679056353	0.324413080606417	-0.165895337615313	0.199766398464255	-0.0127575566153712	-0.190064558485611	-0.115934292895195	-0.0825717444179277	-0.110815358790896	0.0910583364268119	0.0916595124435663	0.156111052160729	0.00243001078388022	0.460425703516799	0.0385267895996825	-0.163514562232724	0.337638182544128	0.08943318948405	0.0911939128946801	-0.0922874927248014	-0.217068419751999	0.130933218177482	-0.0104335528586177	-0.10145173760357	-0.161765452085078	0.254625092828527	0.0904946471161082	-0.258332896196403	0.15506304278095	-0.46170678943488	0.432432435627468	-0.196547030683278	0.195549169298826	-0.0190143761166376	-0.0969642232885298	0.400924664328259	0.410025369014632	-0.0624829564773251	-0.139863202978913	-0.246828691716801	0.0511038176482757	-0.382759250824679	-0.185437624794054	-0.105412957219125	-0.0719743284687135	0.330743465017862	0.523182523692753	0.376050209437474	0.142506848218102	-0.283119018862636	0.352027138459831	0.100700530823199	0.0974448109817248	0.165964815934651	-0.100071126469004
akt_125_gene_list/adap_adap_single/akt	-0.0207934339327023	0.0591687937303329	0.148290015677956	-0.139010560843496	0.695233430503361	0.117374800854635	0.326873674173252	-0.329239990012261	0.295631621035718	-0.0259067361131588	-0.255084480587164	0.00164167673846416	-0.436987551585889	0.113793979853368	-0.120067864178556	-0.242988772978297	-0.358795253203145	0.0588743149050121	-0.543104504898649	-0.0207468881126034	0.277305261820864	-0.0902557258135854	-0.299913921047964	-0.359886201991465	0.560971889190334	0.00379746132660828	0.444310688839491	0.0358979980144162	-0.460545047697145	-0.503911927344833	0.47444996427342	-0.0327951819844061	-0.453162620354071	0.256415450645496	0.327580101969533	0.491343254316042	0.222733002373164	-0.214557969982471	0.176439112019384	-0.241178570300112	-0.18481234270708	-0.202645478903586	-0.125079092136032	-0.211824048662243	-0.0151034259938702	0.186560024222154	-0.0397697357215546	-0.16068446308408	0.481294857217277	-0.231926895345816	-0.353945589749587	0.0959833666422043	0.00412912942004008	0.181461999262511	-0.0913022170017608	-0.353139068931593	0.150111186219457	0.188107841344205	-0.0152287165517238	-0.0649896246799877	0.101039965898852	0.161986577040101	-0.266433164975443	0.189099380671369	-0.56981927971154	0.590947773724793	-0.392283975717166	0.071657129280384	-0.020477020433302	-0.200939340172676	0.490190268183724	0.406784862270135	-0.0848890443823178	-0.264623806575127	-0.417901603411011	0.0100405485555806	-0.469437383523824	-0.194095280462672	-0.16802584561927	-0.0799205388304398	0.227205121109031	0.399635807254464	0.400344166440164	0.14068522675612	-0.328645695262658	0.288668819166004	0.0634851172581036	-0.20917809490793	0.0371315135007475	-0.0315946211145696
akt_150_gene_list/adap_adap_single/akt	0.0693844058596487	0.138613867476471	0.0921477440596596	-0.0943741422240248	0.686915146385248	0.18889264510007	0.339395044756501	-0.32587917349008	0.309773174866704	0.0387765340532441	-0.256605859199016	0.0285651752492763	-0.375139186049873	0.148215646357055	-0.0732227904607602	-0.18406399553106	-0.305745390709226	0.0566053250810867	-0.485592346628814	0.0316538235775149	0.229195495312536	-0.0915928476774904	-0.220290756167973	-0.294890031732137	0.51146088616727	0.0525315483514145	0.458650353840224	0.092700013165276	-0.387216820045746	-0.481112053737361	0.442875360696555	-0.0902879701545994	-0.424272272183708	0.326871492354642	0.3985422934036	0.465083358093754	0.326602102742763	-0.19796843622094	0.260134588233707	-0.220017226390488	-0.174964438122333	-0.165158460643052	-0.100283139300471	-0.191230043931192	0.00503447533129008	0.243986481189559	0.0166201880627392	-0.202905900453999	0.48425922564064	-0.210802831730081	-0.30983578760994	0.109335670781713	-0.0036599101677628	0.160399445776683	-0.117357286122167	-0.36224781475721	0.138255715066236	0.1276337534161	-0.0900575899677482	-0.0184238499871616	0.163218406451992	0.156772416834948	-0.31919437513081	0.226392042460188	-0.59024232884926	0.584950772181234	-0.352083475366181	0.0498222127824892	0.00353472376527238	-0.188462326146579	0.52575425378351	0.462683603612707	-0.121847539895708	-0.273269497526093	-0.401304092920928	0.0360429948149048	-0.46647301510046	-0.132438732660485	-0.202068867109559	-0.0140586798707466	0.213158660466854	0.441518424278329	0.421702603638363	0.133258616180349	-0.324924764979964	0.332549105930813	0.0595446617041523	-0.254231838426561	0.0169642377974661	0.00245019510684417
akt_15_gene_list/adap_adap_single/akt	-0.0276880988682825	-0.0652161053139942	-0.00974008221058159	0.0238060899303846	0.663164256205898	0.0517969768953651	0.263058618832304	-0.319157540445717	0.298801279653008	0.015209761201919	-0.262589948405634	0.0515486495877745	-0.410162974062085	0.0541635046455086	-0.063372190847205	-0.262427874816561	-0.373981282543007	0.096730618809452	-0.484169365393272	-0.0898636639391621	0.256869254808477	-0.150760490155285	-0.309815776167655	-0.345442608600503	0.64272616887348	-0.042658148902233	0.457665186015746	0.0945605801355354	-0.401882465576025	-0.393384621278155	0.436346777250211	-0.233615061790152	-0.245239660037062	0.289517642655397	0.326466572574704	0.430713788038112	0.276692398034083	-0.293081763120386	0.1822355892572	-0.156330693762961	-0.174745595798227	-0.178692112602925	-0.145233438036858	-0.217147668932855	0.0909488913109143	0.0648199867004226	-0.011752847272937	-0.0629777794822291	0.534297764627014	-0.0853718633174782	-0.300468383392111	0.213527421116238	0.101163670790982	0.0795053529932046	-0.137938601225682	-0.36140700745023	0.161443621880624	0.0293760226116421	-0.098384082470849	-0.155387965551061	0.239846766288609	0.135336424880428	-0.303212763755947	0.176461742684722	-0.622335691779962	0.505612062571171	-0.317756095973275	0.127993626542908	-0.10238510216651	-0.205454830963074	0.484262937250426	0.424303851857571	-0.0858130067701525	-0.227523942874148	-0.395257856956684	-0.000128724981481803	-0.519831646721001	-0.266515400177196	-0.125335239891899	-0.102231052538364	0.280349977353144	0.541252281539169	0.401660089111143	0.024942201556364	-0.319671686933807	0.32182524532495	0.0828590237316973	-0.0337259451482324	0.029895020454276	-0.0332710703981998
akt_175_gene_list/adap_adap_single/akt	0.0516552674538709	0.111697402192332	0.11556771701544	-0.158707266202564	0.67476607352853	0.16632056801264	0.345326220295935	-0.334281214795533	0.282709166672919	-0.0173825842307646	-0.244231979822621	-0.0321768640738975	-0.413199718687421	0.138597827775143	-0.0881081409879102	-0.241571338469257	-0.351505959120011	0.11261354757693	-0.541800105432736	0.0226437464543271	0.252186003201471	-0.0964399144341459	-0.277456105312582	-0.297516139621403	0.495568465443817	0.0564555917222431	0.424826258533152	0.0477180705313581	-0.405384709284749	-0.503101779551674	0.467446574758251	-0.0684245154983287	-0.46793609385028	0.311180850882059	0.401174271973195	0.483619755427133	0.285010682152197	-0.229488550367849	0.223659194883546	-0.252012368378245	-0.154393259656418	-0.1850397546726	-0.100893877055042	-0.253432343935184	-0.0308635226831261	0.21633670561266	-0.0236244101748936	-0.222548487623697	0.479990535110997	-0.212225696118706	-0.345645358164169	0.108679000086327	-0.0410097626490345	0.114686761013487	-0.127538468593587	-0.345151399515283	0.166150941309109	0.147690486095773	-0.08107374279335	-0.0467682345827949	0.146579105458899	0.167548347925599	-0.284166185816043	0.204218027342512	-0.575654436608031	0.590785692601994	-0.412434856245745	0.0462031658491365	0.00219396647499665	-0.152813714643443	0.493983759981034	0.453164615050748	-0.114224850196071	-0.295704518348219	-0.444220512902428	0.0307652705741509	-0.480346259321801	-0.156305783422622	-0.199770142185778	-0.0311735944960033	0.205483790219066	0.379324839132523	0.427978542530724	0.130456121623454	-0.30062927901649	0.317229305065294	0.0223292481390571	-0.245478539685798	-0.0278782928839478	0.0188278150315394
akt_200_gene_list/adap_adap_single/akt	0.102653900151972	0.167427528551563	0.167222984469311	-0.139577372508505	0.660209076321832	0.200178683643785	0.348950827570034	-0.295631824790448	0.309285535079429	-0.00818987141641794	-0.260257167867461	-0.0425741500841705	-0.435874078556599	0.126550244498852	-0.0763968725584613	-0.233471712703314	-0.358390292420749	0.0995967112186209	-0.524724330606228	0.0703023122901361	0.242251833126005	-0.0574962401479137	-0.23294879776428	-0.264470948681475	0.471577022620913	0.0824049107873996	0.409829814982768	0.0425741500841705	-0.387326265161643	-0.487361765284587	0.415811414773528	-0.0204463788915124	-0.469358724631396	0.333755128613581	0.416358763720856	0.443586286186293	0.304930783592941	-0.175572565642873	0.236383169308021	-0.226598505596831	-0.129007550060182	-0.181326982895998	-0.0538670699531155	-0.241103960150609	-0.0853671904001361	0.208740613421205	0.0208939507074436	-0.247253597259813	0.43588073297135	-0.219996724702732	-0.301654130761457	0.0978439336124637	-0.0601539081419476	0.143503111661679	-0.11670043564014	-0.314321798259351	0.138430060230254	0.192058409902322	-0.0981649642470832	-0.00870577526865878	0.135741665996291	0.194198500085272	-0.286355447648216	0.202434802350531	-0.560256105908957	0.546213383832296	-0.395018014783858	0.0653841145959059	0.0793484541790454	-0.128097344001269	0.496591785591685	0.426329168572882	-0.120461596313956	-0.305772917936685	-0.442679315499778	0.0652635656112741	-0.468725935102216	-0.110326612101447	-0.217284236843161	0.00152811737725506	0.223729708166636	0.367278333901579	0.410972772628841	0.171092292698429	-0.261231193670318	0.328609728565394	-0.00437828394883473	-0.240844440352453	0.00640607581163056	0.014701170641065
akt_20_gene_list/adap_adap_single/akt	-0.060191519278875	-0.115017494826499	0.0188235296653936	-0.259599742574194	0.629343864199359	-0.0307693050823385	0.269319304123929	-0.366449030079268	0.173477854323227	-0.0685274955251297	-0.290380464382128	0.00645726183795902	-0.500050614972038	0.0895975731051872	-0.120177315285373	-0.251797115998761	-0.354846885574781	0.158471026123633	-0.518558078585545	-0.0254890339669127	0.314203607815452	-0.125355174741091	-0.448135504901484	-0.352226720647773	0.625000007297321	0.0130379505546884	0.446609413763273	0.0559264542236789	-0.456276688177138	-0.500439865374152	0.411538160154102	-0.10881117479394	-0.362004817225614	0.235055932253787	0.284354915461192	0.48696660494566	0.102665138194608	-0.294187732037821	0.128512141687196	-0.222750988522354	-0.0843637159426633	-0.141564394836902	-0.109810648271771	-0.303306260154601	0.101783957784778	0.0414240227507388	-0.140084442243088	-0.0491064679242462	0.514377208822012	-0.152246489582836	-0.38358927398322	0.119514066560191	0.100225232286427	0.111677824801226	-0.0848431872618281	-0.36140700745023	0.188031259393362	0.101397926325013	-0.0500685141304877	-0.185149569376476	0.122933782995028	0.172646637903971	-0.192107725773172	0.152659565617846	-0.556852264386003	0.492321410501662	-0.329704859301779	0.0640571307203432	-0.138219887924789	-0.20985149304846	0.446446565895986	0.386430429281263	0.0303752635000675	-0.208262656704908	-0.45406046555012	-0.0740168643520367	-0.491848008804451	-0.322088189941975	-0.101910138287649	-0.11628973240911	0.232418240522622	0.41252276633873	0.355805245268566	0.0526868976696227	-0.252147746215506	0.224872791276019	0.0838441376201851	0.0117139733148441	0.0397413962388192	0.0787931163306204
akt_225_gene_list/adap_adap_single/akt	0.0925855005635059	0.18224937066838	0.180793436088548	-0.12129769631196	0.679144117801221	0.206475105147121	0.366085334683954	-0.274746750688321	0.332204605081373	0.00768845071745357	-0.271211093872794	-0.0458575035610988	-0.434052031781397	0.146292082640673	-0.0667651751585407	-0.232762995448794	-0.354239444401186	0.078817541252146	-0.524487167066971	0.0858328399629992	0.256869254808477	-0.0421193387130065	-0.221617808915973	-0.257905678958311	0.494957218492915	0.0691137961442707	0.428766929831064	0.0461858389087916	-0.413921428324763	-0.44847467121296	0.423289610357522	-0.0265195607404765	-0.447581530366615	0.342258443992271	0.430328496128703	0.477955856241934	0.306463099088383	-0.174190104496078	0.257307038361602	-0.227206008292801	-0.108655213918372	-0.151624808683179	-0.0356670848669155	-0.241524245961447	-0.0714676606811396	0.210259831859496	0.0321719354643024	-0.226902256944816	0.438726526657779	-0.226454340004952	-0.302839878130802	0.102002848016573	-0.0295608128934688	0.184355207158915	-0.106519253168721	-0.324131216840784	0.13023583752141	0.187398764936338	-0.112626767015627	0.00536518708417344	0.122495906653105	0.184813011715996	-0.261178936578228	0.209877828404016	-0.555717650545019	0.577738162216682	-0.366158713524335	0.0791364929426463	0.0626499315637931	-0.146278135867868	0.507972260983617	0.42116461094884	-0.14263669362199	-0.278632014698211	-0.429638414400427	0.0671944403335011	-0.470504556156234	-0.0980421006797585	-0.228777861462069	0.0113080685916875	0.231983813904823	0.375682872434796	0.398623344485807	0.177678154907132	-0.26965800636936	0.324451496901896	0.0134632231426668	-0.228615567111682	0.0275223997833017	0.0137984671806487
akt_250_gene_list/adap_adap_single/akt	0.116443230023133	0.165530332760611	0.183310535985665	-0.0987669326278458	0.675313329062616	0.206831506364291	0.365536151763636	-0.293711358206344	0.338422012369135	0.0329266258986599	-0.261068569793782	-0.0573492407303479	-0.442048792628116	0.132827136625995	-0.0670935284789925	-0.224562124360776	-0.340673258190909	0.0982830855310851	-0.505869829235292	0.0957913462570488	0.252044086486108	-0.0340966075295767	-0.226517695985511	-0.261188313819893	0.51314181528225	0.0730378395150992	0.440260554449971	0.0865710866750099	-0.433402658954537	-0.455534530553345	0.436821583319036	-0.0494964320690573	-0.431166559815272	0.344789192616882	0.424457159319608	0.473707931853035	0.305149685806576	-0.165342353156595	0.267486217901182	-0.207360920224446	-0.109530583214794	-0.143839964635465	-0.0167342144752309	-0.250770533799878	-0.077268251823713	0.215830299466563	0.0389387263184176	-0.221637233579742	0.444536688767571	-0.210255576195994	-0.310428661294612	0.115683487503774	-0.0227102118102205	0.184586663790628	-0.0946959444922339	-0.35972539283627	0.12003664542636	0.193881749236838	-0.119967227511781	0.0198410692169433	0.125013695619165	0.202309415959955	-0.271359004097832	0.200108856708816	-0.570467630477817	0.569553065515338	-0.349957000536532	0.0991618859738647	0.0438793294999329	-0.143307418242607	0.486870962861077	0.420557015934247	-0.138709853473692	-0.282790701484751	-0.419087139874589	0.0477569681297489	-0.483784926692902	-0.115123421323249	-0.213671954820076	0.0145171150839231	0.233287093758221	0.38268665454581	0.397003747352294	0.157360069369645	-0.280383040713596	0.323904361156699	0.00415936975139299	-0.205831245389403	0.0487573547885215	0.0159907470130883
